,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
443,443,,Cry Wolf,Wilbur Smith,4.0,,9780312982584,,Fiction,,484,paperback,,0.75,,0.5402542288234181
444,444,,Skin Privilege,Karin Slaughter,,,9780099553120,,Fiction,,578,paperback,,,,0.4827934733661205
445,445,,Death Comes as the End,Agatha Christie,,,9780006163732,,Detective and mystery stories,,219,paperback,,,,0.6152350814834013
446,446,,The Case of the Creative Crime,Carolyn Keene,,,9780743437486,,Artist colonies,,166,paperback,,,,0.5402542288234181
447,447,,The Clocks,Agatha Christie,,,9780854566662,,Fiction,,416,paperback,,,,0.6152350814834013
448,448,,Still Life,Louise Penny,,,9780312948559,,Fiction,,322,paperback,,,,0.5402542288234181
449,449,,Waiting for Wednesday,Nicci French,,,9780670015771,,Fiction,,372,paperback,,,,0.5402542288234181
450,450,,Déjà Dead,Kathy Reichs,,,9780099574859,,Fiction,,548,paperback,,,,0.5402542288234181
451,451,,Death on the Nile,Agatha Christie,,,9780006153566,,English fiction,,222,paperback,,,,0.6152350814834013
452,452,,The Angel of Darkness,Caleb Carr,,,9780345427632,,Fiction,,772,paperback,,,,0.5402542288234181
453,453,,Archer's Goon,Diana Wynne Jones,,,9780749709099,,mystery,,240,paperback,,,,0.5587322671053199
454,454,,Stop the Clock,Carolyn Keene,4.0,,9780689873362,,Juvenile Fiction,,164,paperback,,0.75,,0.5402542288234181
455,455,,Five Go Off to Camp,Enid Blyton,,,9780340765203,,Children's stories,,201,paperback,,,,0.5402542288234181
456,456,,Where Are You Now?,Mary Higgins Clark,,,9781416570882,,Fiction,,372,paperback,,,,0.5402542288234181
457,457,,The Hound of the Baskervilles,Arthur Conan Doyle,,,9780590702300,,Detective and mystery stories,,178,paperback,,,,0.5402542288234181
458,458,,Moby Dick. Con CD,Herman Melville,,,9788853006103,,Education,,128,paperback,,,,0.5345246581786206
459,459,,"Good Morning, Midnight",Reginald Hill,,,9780770429430,,"Dalziel, Andrew (Fictitious character)",,544,paperback,,,,0.5402542288234181
460,460,,Brother Odd,Dean Ray Koontz,4.5,,9780553589108,,Abandoned children,,466,paperback,,0.875,,0.5402542288234181
461,461,,Fractured,Karin Slaughter,,,9780099538592,,Abused wives,,530,paperback,,,,0.4827934733661205
462,462,,Crooked House,Agatha Christie,,,9780006751298,,mystery,,188,paperback,,,,0.6152350814834013
463,463,,Blood Price,Tanya Huff,,,9780756408404,,Fiction,,274,paperback,,,,0.5402542288234181
464,464,,The labours of Hercules,Agatha Christie,,,9780006141969,,Mystery,,256,paperback,,,,0.6152350814834013
465,465,,Purr-fect Crime,"Martin Harry Greenberg, Carol-Lynn Rossel Waugh, Isaac Asimov",,,9781567310849,,Fiction,,296,paperback,,,,0.5402542288234181
466,466,,The Girl on the Train,Paula Hawkins,,,9780750542234,,Commuters,,408,paperback,,,,0.5834674851006879
467,467,,Bitter Medicine,Sara Paretsky,,,9780345347220,,Fiction,,276,paperback,,,,0.5402542288234181
468,468,,Ordeal by Innocence,Agatha Christie,,,9780006170679,,Detective and mystery stories,,192,paperback,,,,0.6152350814834013
469,469,,The Full Cupboard of Life,Alexander McCall Smith,,,9780954407506,,Botswana,,202,paperback,,,,0.5402542288234181
470,470,,A Time to Kill,John Grisham,4.0,,9780440211723,,Fiction,,532,paperback,,0.75,,0.5402542288234181
471,471,,Longshot,Dick Francis,,,9780399135811,,Fiction,,324,paperback,,,,0.5402542288234181
472,472,,The Art Thief,Noah Charney,,,9781416563006,,Art thefts,,290,paperback,,,,0.5402542288234181
473,473,,London Match,Len Deighton,4.0,,9780345332684,,Fiction,,452,paperback,,0.75,,0.5402542288234181
474,474,,Second Wind,Dick Francis,,,9780515129236,,Fiction,,276,paperback,,,,0.5402542288234181
475,475,,Confessor,Terry Goodkind,,,9780007250820,,Fiction,,609,paperback,,,,0.5402542288234181
476,476,,A Pocket Full of Rye,Agatha Christie,,,9780708910665,,Fiction,,335,paperback,,,,0.6152350814834013
477,477,,Wilful Behaviour,Donna Leon,,,9780099415183,,"Brunetti, Guido (Fictitious character)",,372,paperback,,,,0.5402542288234181
478,478,,The Secret in the Old Lace,Carolyn Keene,,,9780671690670,,Juvenile Fiction,,180,paperback,,,,0.5402542288234181
479,479,,Seven Up,Janet Evanovich,4.0,,9780312980146,,Fiction,,372,paperback,,0.75,,0.5402542288234181
480,480,,Hard News,Jeffery Deaver,,,9780553583298,,Fiction,,291,paperback,,,,0.4964560549937248
481,481,,The Teen Model Mystery,Carolyn Keene,5.0,,9780671872083,,Juvenile Fiction,,164,paperback,,1.0,,0.5402542288234181
482,482,,The Mystery of the Missing Necklace,Enid Blyton,4.0,,9781405203975,,Adventure fiction,,217,paperback,,0.75,,0.5402542288234181
483,483,,The adventure of the Christmas pudding,Agatha Christie,,,9780006140764,,Mystery,,224,paperback,,,,0.6152350814834013
484,484,,SCOOB! Junior Novelization (Scooby-Doo),David Lewman,,,9780593178546,,Juvenile Fiction,,145,paperback,,,,0.5402542288234181
485,485,,The Secret of Chimneys,Agatha Christie,,,9782830208498,,Large type books,,435,paperback,,,,0.6152350814834013
486,486,,Payment in Blood,Elizabeth George,3.5,,9780553284362,,Fiction,,374,paperback,,0.625,,0.5402542288234181
487,487,,Body of Evidence,Patricia Cornwell,,,9780751505122,,Detective and mystery stories,,387,paperback,,,,0.5402542288234181
488,488,,The Murder at the Vicarage,Agatha Christie,,,9780907486398,,Mystery,,380,paperback,,,,0.6152350814834013
489,489,,Riverboat Ruse,Carolyn Keene,,,9780689873355,,Juvenile Fiction,,166,paperback,,,,0.5402542288234181
490,490,,"Merry Christmas, Alex Cross",James Patterson,,,9780316224192,,Fiction,,432,paperback,,,,0.5402542288234181
491,491,,Strangers in Death,J. D. Robb,,,9780749938833,,Businessmen,,368,paperback,,,,0.5402542288234181
492,492,,The Man Who Was Thursday,G. K. Chesterton,,,9780881842258,,Fiction,,196,paperback,,,,0.5402542288234181
493,493,,Sparkling Cyanide,Agatha Christie,,,9780006162636,,England,,238,paperback,,,,0.6152350814834013
494,494,,Bloodline,Sidney Sheldon,,,9780446812054,,mystery,,460,paperback,,,,0.5402542288234181
495,495,,Mystery of the Ivory Charm,Carolyn Keene,5.0,,9780448195131,,Juvenile Fiction,,202,paperback,,1.0,,0.5402542288234181
496,496,,The Case of the Bizarre Bouquets,Nancy Springer,,,9780142413906,,Juvenile Fiction,,170,paperback,,,,0.5402542288234181
497,497,,"Full Dark, No Stars",Stephen King,3.0,,9781602859463,,Fiction,,590,paperback,,0.5,,0.5202111328518999
498,498,,"""C"" is for Corpse",Sue Grafton,,,9780553280364,,Fiction,,228,paperback,,,,0.5402542288234181
499,499,,Ghost Stories (Nancy Drew ),Carolyn Keene,5.0,,9780671691325,,Juvenile Fiction,,166,paperback,,1.0,,0.5402542288234181
500,500,,Hide,Lisa Gardner,,,9781585479245,,Fiction,,455,paperback,,,,0.5402542288234181
501,501,,Double Sin and Other Stories,Agatha Christie,,,9780816145423,,Fiction,,297,paperback,,,,0.6152350814834013
502,502,,The Seventh Function of Language,Laurent Binet,,,9780374261566,,Fiction,,369,paperback,,,,0.5402542288234181
503,503,,Plum Lovin',Janet Evanovich,,,9780312985363,,Fiction,,292,paperback,,,,0.5402542288234181
504,504,,The Assassin's Blade,Sarah J. Maas,5.0,,9781408851982,,Juvenile Fiction,,465,paperback,,1.0,,0.5231491902310786
505,505,,The Wind in the Willows,Kenneth Grahame,4.5,,9781853261220,,Juvenile Fiction,,202,paperback,,0.875,,0.5123440571720809
506,506,,Peter Pan,James Matthew Barrie,,,9781402754265,,Fiction,,164,paperback,,,,0.5402542288234181
507,507,,Fablehaven,Brandon Mull,4.5,,9781416947202,,Juvenile Fiction,,384,paperback,,0.875,,0.5402542288234181
508,508,,The Wizard of Oz,Lyman Frank Baum,3.0,,9781905716524,,Fiction,,188,paperback,,0.5,,0.5402542288234181
509,509,,The Golden Compass,Philip Pullman,,,9780345413352,,Fiction,,372,paperback,,,,0.5369768381232917
510,510,,Throne of Glass,Sarah J. Maas,,,9781408832332,,Fiction,,419,paperback,,,,0.5231491902310786
511,511,,The Voyage of the Dawn Treader,Clive Staples Lewis,,,9780006716655,,Juvenile Fiction,,196,paperback,,,,0.5402542288234181
512,512,,Keeper of the Lost Cities,Shannon Messenger,4.5,,9781442445932,,Juvenile Nonfiction,,496,paperback,,0.875,,0.5402542288234181
513,513,,Bloodmarked,Tracy Deonn,,,9781534441637,,Young Adult Fiction,,576,paperback,,,,0.5402542288234181
514,514,,Graceling,Kristin Cashore,4.5,,9780152063962,,Juvenile Fiction,,492,paperback,,0.875,,0.4742100177282495
515,515,,Bridge to Terabithia,Katherine Paterson,,,9780380432813,,Juvenile Fiction,,148,paperback,,,,0.5402542288234181
516,516,,The Borrowers,"Mary Norton, Sherwood Smith",,,9780152017798,,Juvenile Fiction,,196,paperback,,,,0.5402542288234181
517,517,,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,,,9780261103344,,Fiction,,302,paperback,,,,0.5402542288234181
518,518,,The Silver Chair,Clive Staples Lewis,,,9780006716815,,Juvenile Fiction,,260,paperback,,,,0.5402542288234181
519,519,,Crown of Midnight,Sarah J. Maas,3.5,,9781619630628,,Juvenile Fiction,,435,paperback,,0.625,,0.5231491902310786
520,520,,"Moomin, Mymble and Little My",Tove Jansson,,,9780953522743,,Children's stories,,24,paperback,,,,0.5402542288234181
521,521,,The Handmaid's Tale,Margaret Atwood,,,9780099740919,,Fiction,,322,paperback,,,,0.6768194292012393
522,522,,Prince Caspian Movie Tie-in Edition (rack),C. S. Lewis,5.0,,9780061231063,,Fiction,,260,paperback,,1.0,,0.5402542288234181
523,523,,The Subtle Knife,Philip Pullman,4.0,,9780375846724,,Fantasy,,368,paperback,,0.75,,0.5369768381232917
524,524,,The Shadow Rising,Robert Jordan,4.0,,9780812513738,,Fiction,,1015,paperback,,0.75,,0.46320433308779263
525,525,,James and the Giant Peach,Roald Dahl,,,9780140306231,,Juvenile Fiction,,116,paperback,,,,0.5329325620210235
526,526,,Moominland Midwinter,Tove Jansson,,,9780140305029,,Juvenile Nonfiction,,121,paperback,,,,0.5402542288234181
527,527,,Through the Looking-Glass,Lewis Carroll,,,9780688120498,,Juvenile Fiction,,248,paperback,,,,0.5402542288234181
528,528,,The Story of Doctor Dolittle,Forgotten Books,,,9781440067761,,Animals,,180,paperback,,,,0.5402542288234181
529,529,,The Fantastic Flying Books of Mr. Morris Lessmore,William Joyce,1.0,,9781442457027,,Juvenile Fiction,,56,paperback,,0.0,,0.5402542288234181
530,530,,The Dragonbone Chair,Tad Williams,,,9780756402693,,Fiction,,674,paperback,,,,0.5402542288234181
531,531,,The Ice Dragon,George R. R. Martin,,,9780765378774,,Juvenile Fiction,,130,paperback,,,,0.5402542288234181
532,532,,Tales from Moominvalley,Tove Jansson,,,9780312625429,,Juvenile Fiction,,191,paperback,,,,0.5402542288234181
533,533,,Half Magic,Edward Eager,4.5,,9780152020682,,Juvenile Fiction,,212,paperback,,0.875,,0.5402542288234181
534,534,,Moominpappa at Sea,Tove Jansson,,,9780312608927,,Juvenile Fiction,,242,paperback,,,,0.5402542288234181
535,535,,Harry Potter and the Chamber of Secrets,J. K. Rowling,5.0,,9781551922447,,Juvenile Fiction,,260,paperback,,1.0,,0.5402542288234181
536,536,,Comet in Moominland,Tove Jansson,,,9780312608880,,Juvenile Fiction,,193,paperback,,,,0.5402542288234181
537,537,,The Talisman,"Stephen King, Peter Straub",4.5,,9780345444882,,Fiction,,774,paperback,,0.875,,0.5402542288234181
538,538,,Finn Family Moomintroll,Tove Jansson,,,9780312608897,,Juvenile Fiction,,173,paperback,,,,0.5402542288234181
539,539,,Moominsummer Madness,Tove Jansson,,,9780312608910,,Juvenile Fiction,,173,paperback,,,,0.5402542288234181
540,540,,Pippi Goes Aboard,Astrid Lindgren,,,9780140309133,,Juvenile Fiction,,180,paperback,,,,0.4070530976275605
541,541,,The Book of Three,Lloyd Alexander,3.5,,9780805080483,,Juvenile Fiction,,230,paperback,,0.625,,0.5402542288234181
542,542,,Avatar,"Michael Dante DiMartino, Bryan Konietzko, Nickelodeon (Firm)",5.0,,9780345518521,,Comics & Graphic Novels,,85,paperback,,1.0,,0.5402542288234181
543,543,,Tales from Earthsea,Ursula K. Le Guin,4.0,,9780441009329,,Fiction,,340,paperback,,0.75,,0.5402542288234181
544,544,,Harry Potter and the Half-Blood Prince,J. K. Rowling,,,9780439791328,,Juvenile Fiction,,652,paperback,,,,0.5402542288234181
545,545,,The Magicians of Caprona,Diana Wynne Jones,,,9780006755166,,Juvenile Fiction,,266,paperback,,,,0.5587322671053199
546,546,,A Court of Thorns and Roses,Sarah J. Maas,5.0,,9781408857861,,Fiction,,433,paperback,,1.0,,0.5231491902310786
547,547,,The Horse and His Boy,Clive Staples Lewis,,,9780020442004,,Juvenile Fiction,,228,paperback,,,,0.5402542288234181
548,548,,Around the World in Eighty Days,Jules Verne,,,9780553213560,,Fiction,,163,paperback,,,,0.5402542288234181
549,549,,An Ember in the Ashes,Sabaa Tahir,,,9780593206935,,Juvenile Fiction,,482,paperback,,,,0.5402542288234181
550,550,,The Dark is Rising,Susan Cooper,3.5,,9780689303173,,Juvenile Fiction,,348,paperback,,0.625,,0.5402542288234181
551,551,,Harry Potter and the Order of the Phoenix,J. K. Rowling,,,9780545582971,,Juvenile Fiction,,870,paperback,,,,0.5402542288234181
552,552,,The Ickabog,J. K. Rowling,,,9781338732870,,Juvenile Fiction,,304,paperback,,,,0.5402542288234181
553,553,,The Field Guide,"Tony DiTerlizzi, Holly Black",4.0,,9780689859366,,Juvenile Fiction,,138,paperback,,0.75,,0.5402542288234181
554,554,,The Wonderful Wizard of Oz. Con CD Audio,L. Frank Baum,,,9783852722894,,fantasy,,92,paperback,,,,0.5402542288234181
555,555,,The Hobbit,J. R. R. Tolkien,,,9780618150823,,Juvenile Fiction,,352,paperback,,,,0.5402542288234181
556,556,,Now We are Six,Alan Alexander Milne,,,9780440464853,,Juvenile Nonfiction,,116,paperback,,,,0.5402542288234181
557,557,,The Neverending Story,"Michael Ende, Ralph Manheim",,,9780140317930,,Children's stories,,444,paperback,,,,0.5402542288234181
558,558,,Castle in the Air,Diana Wynne Jones,,,9780006755302,,Juvenile Fiction,,290,paperback,,,,0.5587322671053199
559,559,,The Magic Finger,Roald Dahl,,,9780140371581,,Fiction,,68,paperback,,,,0.5329325620210235
560,560,,The Lives of Christopher Chant,Diana Wynne Jones,,,9780006755180,,Juvenile Fiction,,326,paperback,,,,0.5587322671053199
561,561,,Brisingr,Christopher Paolini,5.0,,9780552559966,,Juvenile Fiction,,790,paperback,,1.0,,0.4925715743958341
562,562,,Eragon,Christopher Paolini,5.0,,9780552553209,,Juvenile Nonfiction,,530,paperback,,1.0,,0.4925715743958341
563,563,,The Chronicles of Narnia - the Horse and His Boy,C. S. Lewis,,,9780007588541,,Children's stories,,208,paperback,,,,0.5402542288234181
564,564,,Karlson on the Roof,"Astrid Lindgren, Patricia Crampton",,,9780416580105,,"Children's literature, Swedish",,120,paperback,,,,0.5402542288234181
565,565,,Charlotte's Web,Elwyn Brooks White,,,9780590302715,,Juvenile Fiction,,196,paperback,,,,0.5402542288234181
566,566,,A Tale of Sorcery...,Chris Colfer,,,9780316300964,,fantasy,,544,paperback,,,,0.5402542288234181
567,567,,Harry Potter and the Philosopher's Stone,J. K. Rowling,4.5,,9780747532699,,Juvenile Fiction,,223,paperback,,0.875,,0.5402542288234181
568,568,,The Magic of Oz,Lyman Frank Baum,,,9780345282354,,Juvenile Fiction,,262,paperback,,,,0.5402542288234181
569,569,,Mary Poppins Opens the Door,P. L. Travers,,,9780440404323,,Juvenile Fiction,,260,paperback,,,,0.5402542288234181
570,570,,The Drawing of the Three,Stephen King,4.0,,9780451163523,,Fiction,,468,paperback,,0.75,,0.5202111328518999
571,571,,The Plague of Fantasies,Slavoj Žižek,3.5,,9781859841938,,Computers,,262,paperback,,0.625,,0.5402542288234181
572,572,,The Little Prince,Antoine de Saint-Exupéry,,,9780140301847,,Death,,109,paperback,,,,0.7201727336604806
573,573,,Tehanu,Ursula K. Le Guin,,,9780553288735,,Fiction,,252,paperback,,,,0.5402542288234181
574,574,,The Cat in the Hat,Dr. Seuss,4.0,,9780449810866,,Juvenile Fiction,,73,paperback,,0.75,,0.6053647879705372
575,575,,The Happy Prince and Other Stories,"Oscar Wilde, Michael Mac Liammoir",,,9780140350500,,Fairy tales,,185,paperback,,,,0.5402542288234181
576,576,,Artemis Fowl,Eoin Colfer,,,9780670913442,,Juvenile Fiction,,308,paperback,,,,0.5402542288234181
577,577,,Five Children and it,Edith Nesbit,,,9780140301281,,Juvenile Fiction,,228,paperback,,,,0.5402542288234181
578,578,,Crossroads of Twilight,Robert Jordan,4.0,,9780312864590,,Fiction,,724,paperback,,0.75,,0.46320433308779263
579,579,,Doctor Dolittle,Hugh Lofting,,,9780397309375,,Medical,,246,paperback,,,,0.5402542288234181
580,580,,Anansi Boys,Neil Gaiman,4.0,,9780755331147,,Anansi (Legendary character),,457,paperback,,0.75,,0.47290113148043045
581,581,,The Gunslinger,Stephen King,4.0,,9780451160522,,Adventure stories,,324,paperback,,0.75,,0.5202111328518999
582,582,,The Tombs of Atuan,Ursula K. Le Guin,,,9780140306323,,Children's stories,,154,paperback,,,,0.5402542288234181
583,583,,The Road to Oz,L. Frank Baum,,,9780345334671,,Fiction,,276,paperback,,,,0.5402542288234181
584,584,,Fox In Socks,"Dr. Seuss, Random House Children's Books",,,9780394883236,,Children's stories,,61,paperback,,,,0.5402542288234181
585,585,,A Wrinkle in Time,Madeleine L'Engle,4.5,,9780440998051,,Brothers and sisters,,228,paperback,,0.875,,0.6314514971171094
586,586,,Mrs Frisby and the Rats of NIMH,Robert C. O'Brien,,,9780140307252,,Animals,,197,paperback,,,,0.5402542288234181
587,587,,Tom's Midnight Garden,Philippa Pearce,,,9780140308938,,Fiction,,228,paperback,,,,0.5402542288234181
588,588,,A Court of Mist and Fury,Sarah J. Maas,5.0,,9781408857885,,Fiction,,645,paperback,,1.0,,0.5231491902310786
589,589,,Fictions in Science,Mauricio Suárez,,,9781135854713,,Philosophy,,494,ebook,,,,0.5402542288234181
590,590,,Time in Fiction,"Craig Bourne, Emily Caddick Bourne",,,9780199675319,,Literary Criticism,,280,paperback,,,,0.5402542288234181
591,591,,The Symbolic Species Evolved,"Theresa Schilhab, Frederik Stjernfelt, Terrence Deacon",,,9789400723368,,Science,,291,ebook,,,,0.5402542288234181
592,592,,Springer Handbook of Model-Based Science,"Lorenzo Magnani, Tommaso Bertolotti",,,9783319305264,,Technology & Engineering,,1179,ebook,,,,0.5402542288234181
593,593,,The Literary Imagination from Erasmus Darwin to H.G. Wells,Michael R. Page,,,9781409438700,,Biography & Autobiography,,233,paperback,,,,0.5402542288234181
594,594,,Nanovision,Colin Milburn,,,9780822391487,,Science,,293,ebook,,,,0.5402542288234181
595,595,,Nanoscale Science,M. Gail Jones,,,9781933531052,,Education,,172,paperback,,,,0.5402542288234181
596,596,,Empathy and Reading,Suzanne Keen,,,9781000595185,,Language Arts & Disciplines,,285,paperback,,,,0.5402542288234181
597,597,,The New Quantum Universe,"Tony Hey, Patrick Walters",,,9781139855532,,Science,,378,ebook,,,,0.5402542288234181
598,598,,Models and Idealizations in Science,"Alejandro Cassini, Juan Redmond",,,9783030658021,,Philosophy,,276,ebook,,,,0.5402542288234181
599,599,,Logos of Phenomenology and Phenomenology of The Logos. Book Three,Anna-Teresa Tymieniecka,,,9781402037177,,Nature,,588,paperback,,,,0.5402542288234181
600,600,,Tomorrow Is Too Late,Grace Maddrell,,,9781911648338,,Young Adult Nonfiction,,235,paperback,,,,0.5402542288234181
601,601,,Aesthetics and the Sciences of Mind,"Greg Currie, Matthew Kieran, Aaron Meskin, Jon Robson",,,9780191046094,,Philosophy,,442,ebook,,,,0.5402542288234181
602,602,,Hurricanes,Paul V. Kislow,1.0,,9781594547270,,Nature,,280,paperback,,0.0,,0.5402542288234181
603,603,,Reading Science,"J. R. Martin, Robert Veel",,,9780415167895,,Language Arts & Disciplines,,384,paperback,,,,0.5402542288234181
604,604,,The Philosophy of 'As If',Hans Vaihinger,,,9781000385885,,Business & Economics,,354,paperback,,,,0.5402542288234181
605,605,,Space Exploration and Humanity,American Astronautical Society,,,9781851095193,,Science,,1557,ebook,,,,0.5402542288234181
606,606,,Surveying the American Tropics,"Maria Cristina Fumagalli, Peter Hulme, Owen Robinson, Lesley Wylie",,,9781846318900,,Literary Criticism,,377,paperback,,,,0.5402542288234181
607,607,,Fiction in French - Fiction in Soviet,British Library,,,9783111576695,,Reference,,464,ebook,,,,0.5402542288234181
608,608,,"Science, Culture and Society",Mark Erickson,,,9780745629759,,Science,,254,paperback,,,,0.5402542288234181
609,609,,Conservation of Renewable Natural Resources,"Raphael Zon, William S. Cooper",,,9781512819519,,Nature,,208,paperback,,,,0.5402542288234181
610,610,,Astrofuturism,De Witt Douglas Kilgore,5.0,,9780812218473,,Literary Criticism,,308,paperback,,1.0,,0.5402542288234181
611,611,,The Nobel Prize,Burton Feldman,,,9781559705929,,History,,520,paperback,,,,0.5402542288234181
612,612,,The Secret Life of Literature,Lisa Zunshine,,,9780262046336,,Science,,337,paperback,,,,0.5402542288234181
613,613,,Handbook of the American Short Story,"Erik Redling, Oliver Scheiding",,,9783110585322,,Literary Criticism,,513,ebook,,,,0.5402542288234181
614,614,,Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781134406937,,History,,986,ebook,,,,0.5402542288234181
615,615,,Companion to Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9780415286060,,History,,988,paperback,,,,0.5402542288234181
616,616,,The Perversity of Things,Hugo Gernsback,,,9781452953144,,Literary Criticism,,745,paperback,,,,0.5402542288234181
617,617,,Companion Encyclopedia of Science in the Twentieth Century,"John Krige, Dominique Pestre",,,9781136483325,,History,,979,paperback,,,,0.5402542288234181
618,618,,Cultivating Sustainability in Language and Literature Pedagogy,Roman Bartosch,,,9781000369762,,Education,,159,ebook,,,,0.5402542288234181
619,619,,Human Technological Enhancement and Theological Anthropology,Victoria Lorrimar,,,9781009089814,,Religion,,357,ebook,,,,0.5402542288234181
620,620,,Gedanken Fictions,Thomas A. Easton,,,9781587150692,,Fiction,,230,paperback,,,,0.5402542288234181
621,621,,The History of Science Fiction,A. Roberts,,,9780230554658,,Fiction,,385,ebook,,,,0.5402542288234181
622,622,,The Routledge Handbook of Philosophy of Scientific Modeling,"Tarja Knuuttila, Natalia Carrillo, Rami Koskinen",,,9781040090435,,Philosophy,,796,ebook,,,,0.5402542288234181
623,623,,The Significance of the Hypothetical in the Natural Sciences,"Michael Heidelberger, Gregor Schiemann",,,9783110210620,,Philosophy,,385,ebook,,,,0.5402542288234181
624,624,,The Past Is a Foreign Country – Revisited,David Lowenthal,,,9781139915663,,History,,679,ebook,,,,0.5402542288234181
625,625,,Science Fact and Science Fiction,Brian M. Stableford,5.0,,9780415974608,,Fiction,,758,paperback,,1.0,,0.5402542288234181
626,626,,Modelling Nature: An Opinionated Introduction to Scientific Representation,"Roman Frigg, James Nguyen",,,9783030451530,,Philosophy,,250,ebook,,,,0.5402542288234181
627,627,,Encyclopedia of Time,Samuel L. Macey,,,9780815306153,,Reference,,730,paperback,,,,0.5402542288234181
628,628,,Out of Time,"Samuel Baron, Kristie Miller, Jonathan Tallant",,,9780192688279,,Philosophy,,346,ebook,,,,0.5402542288234181
629,629,,The Appropriation of Cultural Capital,Milena Doleželová-Velingerová,,,9780674007864,,History,,384,paperback,,,,0.5402542288234181
630,630,,Hollyweird Science,"Kevin R. Grazier, Stephen Cass",,,9783319150727,,Science,,315,ebook,,,,0.5402542288234181
631,631,,Destined for the Stars,Catherine L. Newell,,,9780822986652,,Science,,313,paperback,,,,0.5402542288234181
632,632,,Outer Space and Popular Culture,Annette Froehlich,,,9783030226565,,Technology & Engineering,,181,ebook,,,,0.5402542288234181
633,633,,Narrative Innovation and Cultural Rewriting in the Cold War Era and After,M. Cornis-Pope,,,9781403970039,,Science,,333,ebook,,,,0.5402542288234181
634,634,,Our Shared Storm,Andrew Dana Hudson,,,9780823299553,,Fiction,,158,ebook,,,,0.5402542288234181
635,635,,The Routledge Handbook of Ecofeminism and Literature,Douglas A. Vakoch,,,9781000634419,,Literary Criticism,,881,ebook,,,,0.5402542288234181
636,636,,"Handbook of Space Engineering, Archaeology, and Heritage","Ann Darrin, Beth L. O'Leary",5.0,,9781420084320,,Science,,1038,ebook,,1.0,,0.5402542288234181
637,637,,Funology 2,"Mark Blythe, Andrew Monk",,,9783319682136,,Computers,,550,ebook,,,,0.5402542288234181
638,638,,Fictions of the Cosmos,Frédérique Aït-Touati,,,9780226011240,,Science,,273,ebook,,,,0.5402542288234181
639,639,,Science in the Contemporary World,Eric G. Swedin,,,9781851095292,,Science,,409,ebook,,,,0.5402542288234181
640,640,,A Human Algorithm,Flynn Coleman,,,9781911545583,,Computers,,317,ebook,,,,0.5402542288234181
641,641,,Coming to Terms with a Crisis,"Michael Fuchs, Martin Butler, Sina Farzin, Fabian Hempel",,,9783839470602,,Social Science,,307,ebook,,,,0.5402542288234181
642,642,,"The Handbook of Science and Technology Studies, fourth edition","Ulrike Felt, Rayvon Fouche, Clark A. Miller, Laurel Smith-Doerr",,,9780262035682,,Science,,1210,paperback,,,,0.5402542288234181
643,643,,New Essays on Frege,"Gisela Bengtsson, Simo Säätelä, Alois Pichler",,,9783319711867,,Mathematics,,186,ebook,,,,0.5402542288234181
644,644,,Between Literature and Science,Peter Swirski,,,9780773520783,,Literary Criticism,,212,paperback,,,,0.5402542288234181
645,645,,Transhumanisms and Biotechnologies in Consumer Society,"Jennifer Takhar, Rika Houston, Nikhilesh Dholakia",,,9781000789065,,Business & Economics,,223,ebook,,,,0.5402542288234181
646,646,,Introduction to Cosmetic Formulation and Technology,"Gabriella Baki, Kenneth S. Alexander",,,9781118764701,,Science,,720,paperback,,,,0.5402542288234181
647,647,,Textbooks and Educational Media: Perspectives from Subject Education,"Péter Bagoly-Simó, Zuzana Sikorová",,,9783030803469,,Education,,460,ebook,,,,0.5402542288234181
648,648,,The Joy of Being Eaten,Lawrence Vandervert,,,9781499074550,,Science,,177,paperback,,,,0.5402542288234181
649,649,,The Health Humanities in German Studies,Stephanie M. Hilger,,,9781350296206,,Literary Criticism,,465,ebook,,,,0.5402542288234181
650,650,,Teaching the Literature of Climate Change,Debra J. Rosenthal,,,9781603296366,,Language Arts & Disciplines,,189,ebook,,,,0.5402542288234181
651,651,,Interdisciplinary Perspectives on Math Cognition,Marcel Danesi,,,9783030225377,,Mathematics,,343,ebook,,,,0.5402542288234181
652,652,,Encyclopedia of Science and Technology Communication,Susanna Hornig Priest,,,9781412959209,,Language Arts & Disciplines,,1145,paperback,,,,0.5402542288234181
653,653,,"Film, Environment, Comedy","Robin L. Murray, Joseph K. Heumann",,,9781000588620,,Social Science,,168,ebook,,,,0.5402542288234181
654,654,,Cloning,Stephen D. Fairbanks,,,9781590338797,,Science,,252,paperback,,,,0.5402542288234181
655,655,,Cybernetic Architectures,Camilo Andrés Cifuentes Quin,,,9781000422610,,Architecture,,164,ebook,,,,0.5402542288234181
656,656,,Experimental Approaches to Pragmatics,"Valentina Cuccio, Pietro Robert Perconti, Gerard Steen, Yury Y. Shtyrov, Yan Huang",,,9782889761326,,Science,,287,paperback,,,,0.5402542288234181
657,657,,Science Fiction Prototyping,Brian David Johnson,,,9781608456550,,Computers,,191,ebook,,,,0.5402542288234181
