Title,Description,Thumbnail
The Pillars of the Earth,"Noch nie war das Mittelalter so spannend! Der Steinmetz Tom Builder träumt vom Bau einer Kathedrale. Doch wo die Säulen der Erde sich in den lichten Himmel recken, werfen sie auch tiefe Schatten auf das Leben der Menschen. Krieg und Hunger herrschen in England. Fromme und Gerechte leiden unter der Willkür des Adels: der Baumeister Tom und seine Kinder, die geheimnisvolle Ellen aus den großen Wäldern, der weise Abt von Kingsbridge und die schöne Aliena. Sie alle bleiben dem Leser dieses gewaltigen Panoramas so unvergeßlich wie William Hamleigh, der finstere Baron ...",
The Shining,"Ein Hotel in den Bergen von Colorado. Jack Torrance, ein verkrachter Intellektueller mit Psycho-Problemen, bekommt den Job als Hausmeister, um den er sich beworben hat. Zusammen mit seiner Frau Wendy und seinem Sohn Danny reist er in den letzten Tagen des Herbstes an. Das Hotel ""Overlook"" ist ein verrufener Ort. Wer sich ihm ausliefert, verfällt ihm, wird zum ausführenden Organ aller bösen Träume und Wünsche, die sich in ihm manifestieren. Mit Shining gelang Stephen King ein moderner Klassiker des Grauens, ein Buch, das die Ängste unserer Zeit erfasst und jeden Leser in seinen emotionalen Grundfesten erschüttert.",http://books.google.com/books/content?id=WRVfAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Romeo and Juliet,No description available.,http://books.google.com/books/content?id=qzO8AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Water for Elephants,"Gegen alle Widerstände - die märchenhafte Liebesgeschichte von Jacob und Marlena Amerika, 1931, die Wirtschaftskrise hat das Land fest im Griff. Der junge Tierarzt Jacob steht nach dem Unfalltod seiner Eltern vor dem Nichts. Verzweifelt springt er auf irgendeinen Zug auf – und landet bei Benzinis spektakulärster Show der Welt, einem drittklassigen Wanderzirkus. Unter Artisten, menschlichen Kuriositäten, den überall hinter den Kulissen schuftenden Arbeitern und den wunderbaren Tieren der Menagerie findet Jacob rasch Freunde. Und bald verliert er auch sein Herz: an die zauberhafte Dressurreiterin Marlena – und fast gleichermaßen an Rosie, eine reizende, verfressene Elefantendame, die hartnäckig jedes Kunststück verweigert. Leider ist Rosies Sturheit in den Hungerzeiten der Großen Depression ein echtes Problem – wenn auch kein so großes wie Marlenas gefährlich eifersüchtiger Ehemann. «Eine großartige Geschichte – spannend, unterhaltend, bewegend, komisch, traurig, wie eine richtig gute Vorstellung in einem Weltklassezirkus.» CHRISTINE WESTERMANN, WDR",http://books.google.com/books/content?id=EGm1BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Outlander,"In dieser großformatigen und besonders hochwertig ausgestatteten Prachtausgabe, ""Die Welt von Outlander"", bietet Weltbestseller-Autorin Diana Gabaldon neues und einzigartiges Hintergrundmaterial zu ihren ""Outlander""- Romanen und der Verfilmung. Alle Fans der großen Highland-Saga finden in diesem ultimativen Begleitbuch zur Serie: vollständige Inhaltsangaben aller bisher erschienenen Bände der Outlander-Reihe sowie der Lord-John-Romane einen Überblick über sämtliche Charaktere der Serie einen Blick hinter die Kulissen der Fernsehserie mit persönlichen Fotos der Autorin vom Film-Set Stammbäume, Karten und Lagepläne ein Glossar gälischer Begriffe Hintergrundwissen über schottische Kräuterheilkunde und die Küche des achtzehnten Jahrhunderts einen persönlichen Einblick in Diana Gabaldons Schreibprozess ""Die Welt von Outlander"" – ein einzigartiger Guide mit Fakten, Hintergründen und Bildmaterial!",http://books.google.com/books/content?id=4iybDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dracula,"Das Original in überarbeiteter deutscher Fassung mit zahlreichen Anmerkungen. Der Londoner Rechtsanwalt Jonathan Harker reist nach Transsilvanien. Er soll dort den Grafen Dracula beraten, der nach England auswandern will und zu diesem Zweck ein Grundstück in London erwirbt. Während seiner Reise trifft Harker auf sehr misstrauische und abergläubische Gestalten, die ihn vor dem Grafen warnen. Im Schloss des Grafen verlaufen die Tage zunächst ruhig, da sich der Gastgeber selbst bei Tage nicht blicken lässt. Aber dann schöpft Harker Verdacht, denn der Graf hat kein Spiegelbild. Bald schon ahnt der junge Engländer von der unheimlichen Macht seines Gegners. Und er weiß, dass er die Mauern des Schlosses nie lebend verlassen wird, wenn er nicht flieht. In London wartet ein Heer von ahnungslosen Opfern auf den Vampir. Bram Stoker hat in diesem Roman Tod und Erotik auf faszinierende Art zusammengeführt. Dieses Buch gehört zur anerkannten Weltliteratur, es lässt sich auf verschiedenste Art interpretieren und lesen, als viktorianisches Sittengemälde, als spannender Abenteuerroman und als Schauerroman. Ich hatte meinen Rasierspiegel am Fenster befestigt und begann mich zu rasieren. Plötzlich hörte ich des Grafen Stimme »Guten Morgen« sagen und fühlte, wie seine Hand sich auf meine Schulter legte. Ich stutzte, denn ich hatte ihn nicht kommen sehen, obgleich der Spiegel mir ermöglichte, das ganze Zimmer hinter mir zu übersehen. Dabei hatte ich mich leicht geschnitten, achtete aber im Augenblick nicht darauf. Nachdem ich den Gruß des Grafen erwidert hatte, sah ich nochmals in den Spiegel, ob ich mich nicht doch getäuscht hätte. Diesmal aber war jeder Irrtum ausgeschlossen; der Mann stand so dicht hinter mir, dass ich ihn über meine Schulter hinweg erblicken konnte. Aber der Spiegel zeigte kein Bild von ihm! Null Papier Verlag www.null-papier.de",http://books.google.com/books/content?id=ELHiCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1984,"London, 1984: Winston Smith, Geschichtsfälscher im Staatsdienst, verliebt sich in die schöne und geheimnisvolle Julia. Gemeinsam beginnen sie, die totalitäre Welt infrage zu stellen, als Teil derer sie bisher funktioniert haben. Doch bereits ihre Gedanken sind Verbrechen, und der Große Bruder richtet seinen stets wachsamen Blick auf jeden potenziellen Dissidenten. George Orwells Vision eines totalitären Staats, in dem Cyberüberwachung, Geschichtsrevisionismus und Gedankenpolizei den Alltag gläserner Bürger bestimmen, hat wie keine andere Dystopie bis heute nur an Brisanz gewonnen.",http://books.google.com/books/content?id=ImAGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Six of Crows,"Sechs unberechenbare Außenseiter – eine unmögliche Mission – das Abenteuer beginnt! Der Nr.-1-Bestseller aus den USA - Leigh Bardugos temporeiche Fantasy-Saga über den tollkühnsten Coup der Fantasy-Geschichte Ketterdam – pulsierende Hafenstadt, Handelsmetropole, Tummelplatz zwielichtiger Gestalten: Hier hat sich Kaz Brekker zur gerissenen und skrupellosen rechten Hand eines Bandenchefs hochgearbeitet. Als er eines Tages ein Jobangebot erhält, das ihm unermesslichen Reichtum bescheren würde, weiß Kaz zwei Dinge: Erstens wird dieses Geld den Tod seines Bruders rächen. Zweitens kann er den Job unmöglich allein erledigen ... Mit fünf Gefährten, die höchst unterschiedliche Motive antreiben, macht Kaz sich auf in den Norden, um einen gefährlichen Magier aus dem bestgesicherten Gefängnis der Welt zu befreien. Die sechs Krähen sind professionell, clever, und Kaz fühlt sich jeder Herausforderung gewachsen – außer in Gegenwart der schönen Inej ... Ein atemberaubender Fantasy-Coup, der seinesgleichen sucht! Leigh Bardugos temporeicher Urban Fantasy Roman über den tollkühnsten Coup der Fantasy-Geschichte ist ein fesselndes Abenteuer voller überraschender Wendungen und faszinierender Charaktere. »Das Lied der Krähen« ist der erste Band einer hochgelobten Dilogie, die von Beginn an in ihren Bann zieht. Ein Muss für alle Fans von düsterer, actionreicher Fantasy! »Faszinierend ... Bardugos ""Six of Crows"" lässt die Leser im besten Sinn des Wortes mitfiebern. Dafür ist die Fantasy gemacht!« The New York Times Tauche ein in das GrishaVerse der Bestseller-Autorin Leigh Bardugo: Die Grisha-Trilogie ist in folgender Reihenfolge erschienen: »Goldene Flammen« »Eisige Wellen« »Lodernde Schwingen« Die Krähen-Dilogie ist in folgender Reihenfolge erschienen: »Das Lied der Krähen« »Das Gold der Krähen« Die Thron aus Nacht und Silber-Dilogie besteht aus King of Scars Rule of Wolves Noch mehr Geschichten aus der Grisha-Welt: »Die Sprache der Dornen« (illustrierte Märchen aus der Welt der Grisha) »Die Leben der Heiligen« (illustrierte Heiligen-Legenden aus der Welt der Grisha) »Demon in the Wood. Schatten der Vergangenheit« (Graphic Novel zur Vorgeschichte des Dunklen)",http://books.google.com/books/content?id=xi-bDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Lovely Bones,No description available.,http://books.google.com/books/content?id=7AJjvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Addiction Manifesto,"Hello, I'm Jerry, army vet and a recovering addict. I wrote this book to help me stay sober but realized that if it could help keep a hopeless addict like myself sober then why wouldn't it help others? I have been blessed with another chance at life and so can you. I have tried to break down the addiction matrix, how addiction affects your mind and the tricks is uses to manipulate us to keep us in active addiction. We all know how dangerous that sweet voice of addiction can be, we've listened to it over and over again. The hardest step (to me) towards recovery was the very first step, admitting that I was a real addict and that I could not, would not, control my usage. I have broke down things that are helping me but we're all wired differently so you have to find what works for you. Thank you for reading this book and if you liked it please leave feedback or comments. Thank you and good luck!!",http://books.google.com/books/content?id=iq9XDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fahrenheit 451,No description available.,http://books.google.com/books/content?id=KSPWQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Brothers Karamazov,No description available.,
The Color Purple,"«Stellt euch vor, ich bin fort» wurde in der englischsprachigen Presse «atemraubend» genannt, «überwältigend und herzzerreißend», wurde als «Literatur höchsten Ranges» gefeiert und für den Pulitzer Preis, den National Book Award und den National Book Critics Circle Award nominiert. Ein moderner Familienroman in der Tradition einer welthaltigen und weltläufigen US-Literatur. Alles beginnt mit einem Unglück auf einer Landpartie in Maine. Nein, früher: Es beginnt in den 1960er Jahren in London, als die junge Amerikanerin Margaret erfährt, dass John, ihr Verlobter, nicht einfach verschwunden, sondern manisch-depressiv in eine psychiatrische Klinik eingewiesen worden ist. Vor die Wahl gestellt, entscheidet sie sich für ein Leben an seiner Seite, ein Leben mit seiner Krankheit. Was daraus folgt, ist die Geschichte einer Familie über zwei Generationen, die Geschichte einer erblichen bipolaren Störung, einer mal glanzvollen und häufiger noch prekären Existenz, durchzogen von den Spuren eines großen Verlusts. Adam Haslett erzählt von Mutterliebe und Geschwisterbanden mit derselben Glaubwürdigkeit und Präzision wie vom Hummerfischen, von Clonazepam oder Funk, Techno und House. «Stellt euch vor, ich bin fort» ist ein Meisterwerk des psychologischen Realismus, genauso einfühlsam wie einfallsreich, ein Roman, der unseren Blick auf die Menschen, die uns am wichtigsten sind, dauerhaft verändern kann.",http://books.google.com/books/content?id=iqoyDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rebecca,No description available.,
The Complete Stories and Poems,"Fünfte, überarbeitete Auflage mit zusätzlichen Texten Über 1000 Seiten Edgar Allan Poe ist einer der wichtigsten und einflussreichsten Schriftsteller, der auch weit nach seinem Tod großen Einfluss auf Autoren, Filmemacher und Künstler unserer Zeit hat. Dieses Buch wird Sie ein Stück begleiten bei der Entdeckung dieses großartigen Künstlers. Lesen Sie eine spannende Auswahl aus seinem Werk. Darunter die bekanntesten Gedichte wie ""Leonore"", ""Der Rabe"", ""Annabel Lee"" und Geschichten wie ""Der Untergang des Hauses Usher"", ""Der Doppelmord in der Rue Morgue"", ""Die schwarze Katze"" und viele mehr. Insgesamt erwarten sie auf 1217 Seiten 38 Gedichte, 45 Geschichten, 4 Novellen, Poes einziger Romen ""Die denkwürdigen Erlebnisse des Artur Gordon Pym"" und ein einführender Aufsatz zu Leben und Werk. Viel Vergnügen bei diesem frühen Meister seines Fachs, der leider viel zu früh verstorben ist. Ausschnitt aus ""Der Rabe"" Hastig stieß ich auf die Schalter - flatternd kam herein ein alter, Stattlich großer, schwarzer Rabe, wie aus heiliger Zeit hervor, Machte keinerlei Verbeugung, nicht die kleinste Dankbezeigung, Flog mit edelmännischer Neigung zu dem Pallaskopf empor, Grade über meiner Türe auf den Pallaskopf empor - Saß - und still war's wie zuvor. Einst in dunkler Mittnachtstunde, als ich in entschwundner Kunde Wunderlicher Bücher forschte, bis mein Geist die Kraft verlor Und mir's trübe ward im Kopfe, kam mir's plötzlich vor, als klopfe Jemand zag ans Tor, als klopfe - klopfe jemand sacht ans Tor. Irgendein Besucher, dacht ich, pocht zur Nachtzeit noch ans Tor - Weiter nichts. - So kam mir's vor. [Der Rabe] Null Papier Verlag www.null-papier.de",http://books.google.com/books/content?id=XmrvCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Tree Grows in Brooklyn,No description available.,
Winnie-the-Pooh,No description available.,
Clockwork Angel,"Nach langer Reise quer über den Atlantik trifft die sechzehnjährige Tessa Gray im Viktorianischen London ein. Dort hofft sie, ihren verschollenen Bruder wiederzufinden. Doch statt einer Familienzusammenkunft warten Gefahr und Dunkelheit auf sie in den engen Gassen der Stadt. Vampire, Hexenmeister und Schlimmeres treiben hier ihr Unwesen, und nur die Schattenjäger wagen es, sich den Dämonen der Unterwelt in den Weg zu stellen. Sie retten Tessa das Leben. Als die junge Frau dann herausfindet, dass sie selbst ein Wesen zwischen Schatten und Licht ist und über große Kräfte verfügt, muss sie sich entscheiden: zwischen Gut und Böse, zwischen Loyalität und Liebe ...",http://books.google.com/books/content?id=DxpMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
